Company,Position,Name,Linkedin,Company Website
Spherix Incorporated,,N/A,N/A,https://www.spherix.com
Spherix Incorporated,,N/A,N/A,https://www.spherix.com
Spherix Incorporated,,N/A,N/A,https://www.spherix.com
Stamps.com Inc.,CFO,Jeff Carberry,https://www.linkedin.com/in/jeff-carberry-2b31a9,https://www.stamps.com/
Stamps.com Inc.,President,Kyle Huebner,N/A,https://www.stamps.com/
Stamps.com Inc.,Chairman and CEO,Kenneth McBride,https://www.linkedin.com/in/ken-mcbride-45a8781,https://www.stamps.com/
"Steel Connect, Inc.",CEO,James R. Henderson,https://www.linkedin.com/in/james-henderson-263b5066,https://www.moduslink.com
"Steel Connect, Inc.",Chairman,Warren G. Lichtenstein,https://www.linkedin.com/in/warrenlichtenstein,https://www.moduslink.com
"Steel Connect, Inc.",EVP and Chief of Operations,Michael Mortson,N/A,https://www.moduslink.com
"Tabula Rasa HealthCare, Inc.",Emtm Clinical Pharmacist,Richard Chang,N/A,https://www.tabularasahealthcare.com/
"Tabula Rasa HealthCare, Inc.",Chief Administrative Officer,Phillip Heath,https://www.linkedin.com/in/phillip-w-heath-5456186,https://www.tabularasahealthcare.com/
"Tabula Rasa HealthCare, Inc.",Manager,Jennifer Kinney,N/A,https://www.tabularasahealthcare.com/
"TechTarget, Inc.",President,Kevin Beam,https://www.linkedin.com/in/kevin-beam-79631428,https://www.techtarget.com
"TechTarget, Inc.",CEO,Michael Cotoia,https://www.linkedin.com/in/mike-cotoia-10b3911,https://www.techtarget.com
"TechTarget, Inc.",Executive Chairman,Greg Strakosch,https://www.linkedin.com/in/greg-strakosch-b9222a2,https://www.techtarget.com
The Joint Corp.,Prin,Don Daniels,N/A,https://www.thejoint.com
The Joint Corp.,,N/A,N/A,https://www.thejoint.com
The Joint Corp.,,N/A,N/A,https://www.thejoint.com
The9 Limited,,N/A,N/A,
The9 Limited,,N/A,N/A,
The9 Limited,,N/A,N/A,
TiVo Corporation,"President, CEO, and Director",Thomas Carson,https://www.linkedin.com/in/tom-carson-517a161/de,https://www.tivo.com
TiVo Corporation,Chairman,James E. Meyer,https://www.linkedin.com/in/james-e-meyer-56094925,https://www.tivo.com
TiVo Corporation,EVP and COO,Pete Thompson,https://www.linkedin.com/in/petethompson2,https://www.tivo.com
"Total System Services, Inc.",SEVP and CFO,Paul M. Todd,https://www.linkedin.com/in/paul-todd-a55081126,https://www.tsys.com
"Total System Services, Inc.",SEVP and CIO,Patricia A. Watson,https://www.linkedin.com/in/pattywatson,https://www.tsys.com
"Total System Services, Inc.","Chairman, President, and CEO",M. Troy Woods,N/A,https://www.tsys.com
"TriNet Group, Inc.",Chairman,H. Raymond Bingham,N/A,https://www.trinet.com
"TriNet Group, Inc.",President and CEO,Burton M. Goldfield,https://www.linkedin.com/in/goldfield,https://www.trinet.com
"TriNet Group, Inc.",VP Operations,Jonathan M. Hubley,https://www.linkedin.com/in/jonathan-hubley-0412333,https://www.trinet.com
TuanChe Limited,Legal Representative,Wei Wen,https://www.linkedin.com/in/weiwenml,https://tuanche.com/
TuanChe Limited,,Na Yang,N/A,https://tuanche.com/
TuanChe Limited,,Wei Wen,https://www.linkedin.com/in/weiwenml,https://tuanche.com/
Ultralife Corporation,DIRECTOR OF TECHNOLOGY OPERATIONS,David Buczynski,https://www.linkedin.com/in/david-buczynski-72189a18,https://www.ultralifecorporation.com/
Ultralife Corporation,Vice President Technology Energy Storage Sys,Andy Naukam,https://www.linkedin.com/in/andy-naukam-58645347,https://www.ultralifecorporation.com/
Ultralife Corporation,Test Lab Manager,John Nielsen,https://www.linkedin.com/in/john-nielsen-8903001a,https://www.ultralifecorporation.com/
"USA Technologies, Inc.",,N/A,N/A,https://www.usatech.com
"USA Technologies, Inc.",,N/A,N/A,https://www.usatech.com
"USA Technologies, Inc.",,N/A,N/A,https://www.usatech.com
"USA Technologies, Inc.",,N/A,N/A,https://www.usatech.com
"USA Technologies, Inc.",,N/A,N/A,https://www.usatech.com
"USA Technologies, Inc.",,N/A,N/A,https://www.usatech.com
Uxin Limited,,N/A,N/A,N/A
Uxin Limited,,N/A,N/A,N/A
Uxin Limited,,N/A,N/A,N/A
Viad Corp,Chairman,Richard H. Dozer,N/A,https://www.viad.com
Viad Corp,CFO,Ellen M. Ingersoll,https://www.linkedin.com/in/ellen-ingersoll-13565425,https://www.viad.com
Viad Corp,President,Dave McKenna,N/A,https://www.viad.com
VirnetX Holding Corp,CTO and Chief Scientist,Robert Dunham Short,N/A,https://www.virnetx.com
VirnetX Holding Corp,"Chairman, President and CEO",Kendall S. Larsen,https://www.linkedin.com/in/kendall-larsen-10039bb,https://www.virnetx.com
VirnetX Holding Corp,CFO,Richard Nance,N/A,https://www.virnetx.com
Visa Inc.,CEO,Alfred F. Kelly,N/A,https://www.corporate.visa.com
Visa Inc.,Chairman,Robert W. Matschullat,N/A,https://www.corporate.visa.com
Visa Inc.,President,Ryan McInerney,https://www.linkedin.com/in/ryan-mcinerney-79838697,https://www.corporate.visa.com
"WageWorks, Inc.",CEO,Joseph L. Jackson,https://www.linkedin.com/in/joe-jackson-ba443b7,https://www.wageworks.com/
"WageWorks, Inc.",Chairman,John W. Larson,https://www.linkedin.com/in/johnwlarson,https://www.wageworks.com/
"WageWorks, Inc.",COO,Edgar O. Montes,https://www.linkedin.com/in/edgarmontes,https://www.wageworks.com/
Waitr Holdings Inc.,,N/A,N/A,https://www.waitrapp.com/
Waitr Holdings Inc.,,N/A,N/A,https://www.waitrapp.com/
Waitr Holdings Inc.,,N/A,N/A,https://www.waitrapp.com/
Western Union Company (The),President and CEO,Hikmet Ersek,https://www.linkedin.com/in/hikmetersek,https://www.westernunion.com
Western Union Company (The),Chairman,Jeffrey A. Joerres,N/A,https://www.westernunion.com
Western Union Company (The),EVP Global Operations and Technology and CIO,John D. Thompson,N/A,https://www.westernunion.com
WEX Inc.,Chairman,Michael E. Dubyak,https://www.linkedin.com/in/michael-e-dubyak-5274506,https://www.wexinc.com
WEX Inc.,Manager Information Security Risk and Compliance,Michael Furlone,N/A,https://www.wexinc.com
WEX Inc.,Vice Chairman,Rowland T. Moriarty,https://www.linkedin.com/in/roland-moriarty-b02b1916,https://www.wexinc.com
WNS (Holdings) Limited,,N/A,N/A,https://www.wns.com
WNS (Holdings) Limited,,N/A,N/A,https://www.wns.com
WNS (Holdings) Limited,,N/A,N/A,https://www.wns.com
"Worldpay, Inc.",President and CEO,Charles D. Drucker,https://www.linkedin.com/in/charles-drucker-b873358,https://www.worldpay.com
"Worldpay, Inc.",COO,Mark L. Heimbouch,https://www.linkedin.com/in/mark-heimbouch-2001949,https://www.worldpay.com
"Worldpay, Inc.",Chairman,Jeffrey E. Stiefler,https://www.linkedin.com/in/jeffstiefler,https://www.worldpay.com
"Xcel Brands, Inc",Executive Vice President,Seth Burroughs,https://www.linkedin.com/in/sburroughs,https://www.xcelbrands.com
"Xcel Brands, Inc",Chb-ceo,Robert W D'Loren,https://www.linkedin.com/in/robert-d-loren-b5490240,https://www.xcelbrands.com
"Xcel Brands, Inc",Chief Designer,Judith Ripka,N/A,https://www.xcelbrands.com
"Zillow Group, Inc.",Coordinator,Melissa Albrecht,N/A,https://www.zillowgroup.com
"Zillow Group, Inc.",,N/A,N/A,https://www.zillowgroup.com
"Zillow Group, Inc.",,N/A,N/A,https://www.zillowgroup.com
"Zillow Group, Inc.",Coordinator,Melissa Albrecht,N/A,https://www.zillowgroup.com
"Zillow Group, Inc.",,N/A,N/A,https://www.zillowgroup.com
"Zillow Group, Inc.",,N/A,N/A,https://www.zillowgroup.com
