Company,CEO,CEO Linkedin Profile,Vice President,Vice President Linkedin Profile,Company Website
Mobile TeleSystems OJSC,shibu john ,https://sg.linkedin.com/in/shibu-john-ba789343,Alexander C. ,https://www.linkedin.com/in/achubarov,https://http//www.mtsgsm.com
National Fuel Gas Company,"Josh Torrance, MBA ",https://www.linkedin.com/in/josh-torrance-mba-30630137,Sarah Mugel ,https://www.linkedin.com/in/sarah-mugel-708551145,https://http//www.nationalfuelgas.com
"National Grid Transco, PLC",Ravi Chalavadi ,https://www.linkedin.com/in/ravi-chalavadi-66030018,Tim Hargest ,https://www.linkedin.com/in/tim-hargest-2b515b4,https://http//www.nationalgrid.com
"NETGEAR, Inc.",Jeff Capone ,https://www.linkedin.com/in/jeffcapone,Scott McDermott ,https://www.linkedin.com/in/scmcdermott,https://http//www.netgear.com
New Fortress Energy LLC,Scott Winchester ,https://www.linkedin.com/in/scott-winchester-081828a,Scott Winchester ,https://www.linkedin.com/in/scott-winchester-081828a,https://www.newfortressenergy.com/
NewJersey Resources Corporation,Scott Winchester ,https://www.linkedin.com/in/scott-winchester-081828a,Scott Winchester ,https://www.linkedin.com/in/scott-winchester-081828a,https://http//www.njresources.com
NextDecade Corporation,Matt Schatzman ,https://www.linkedin.com/in/matt-schatzman-8239653a,Shaun Davison ,https://www.linkedin.com/in/shaun-davison-9735a6a,https://www.next-decade.com/
"NextEra Energy Partners, LP",Robert J. Byrne ,https://www.linkedin.com/in/robert-j-byrne-16075a9,Daniel Lotano ,https://www.linkedin.com/in/daniel-lotano-501a214,https://http//www.nexteraenergypartners.com
"NextEra Energy, Inc.","Jason Piepmeier, CFA, CFP®, CRPC ",https://www.linkedin.com/in/jasonpiepmeier,David Reuter ,https://www.linkedin.com/in/david-reuter-8746298,https://http//www.nexteraenergy.com
"Niagara Mohawk Holdings, Inc.",Mark Ranalli ,https://www.linkedin.com/in/mark-ranalli-62a988a/de,Mark Ranalli ,https://www.linkedin.com/in/mark-ranalli-62a988a,N/A
"Niagara Mohawk Holdings, Inc.",Mark Ranalli ,https://www.linkedin.com/in/mark-ranalli-62a988a/de,Mark Ranalli ,https://www.linkedin.com/in/mark-ranalli-62a988a,N/A
"NII Holdings, Inc.",Steve Shindler ,https://www.linkedin.com/in/steve-shindler-0621226,Kevin Polchow ,https://www.linkedin.com/in/kevin-polchow-085b844,https://http//www.nii.com
"NiSource, Inc",Rick Harris ,https://www.linkedin.com/in/rick-harris-01a4b457,John Nassos ,https://www.linkedin.com/in/john-nassos-3656a79,https://http//www.nisource.com
"NiSource, Inc",Rick Harris ,https://www.linkedin.com/in/rick-harris-01a4b457,John Nassos ,https://www.linkedin.com/in/john-nassos-3656a79,N/A
Northwest Natural Holding Company,Result Not Found,No Results,Result Not Found,No Results,https://www.nwnatural.com/
NorthWestern Corporation,Michael Hanson ,https://www.linkedin.com/in/michael-hanson-23b4971b,Kendall Kliewer ,https://www.linkedin.com/in/kendall-kliewer-3145488,https://http//www.northwesternenergy.com
"NRG Energy, Inc.",Christopher Sotos ,https://www.linkedin.com/in/christopher-sotos-4b3b805,Judith Lagano ,https://www.linkedin.com/in/judith-lagano-a82b243,N/A
"Ocean Power Technologies, Inc.",Terence J. Cryan ,https://www.linkedin.com/in/terencecryan,Dave Stewart ,https://www.linkedin.com/in/dave-stewart-59426710,https://http//www.oceanpowertechnologies.com
OGE Energy Corp,Peter Delaney ,https://www.linkedin.com/in/peter-delaney-b1196bb,Lisa Holloway ,https://www.linkedin.com/in/lisa-holloway-57590815,https://http//www.oge.com
"ONE Gas, Inc.",Susan Evans ,https://www.linkedin.com/in/susan-evans-969135118,Julie A. White ,https://www.linkedin.com/in/julie-a-white,https://http//www.onegas.com
"ONEOK, Inc.",Brian Derksen ,https://www.linkedin.com/in/brian-derksen-b4081934,Steve Dixon ,https://www.linkedin.com/in/steve-dixon-28039344,https://http//www.oneok.com
Orange,Aminata Kane ,https://www.linkedin.com/in/aminata-kane-6a70551b,MIKEL,https://www.linkedin.com/pub/mikel-ange-orange/23/65a/227,https://http//www.orange.com
"Ormat Technologies, Inc.",Isaac Angel ,https://www.linkedin.com/in/isaac-angel-7b62b835,Isaac Angel ,https://www.linkedin.com/in/isaac-angel-7b62b835,https://www.ormat.com/
Otelco Inc.,Robert Souza ,https://www.linkedin.com/in/robert-souza-4114068,Robert Souza ,https://www.linkedin.com/in/robert-souza-4114068,https://www.otelco.com/
Otter Tail Corporation,Robert Souza ,https://www.linkedin.com/in/robert-souza-4114068,Paul Knutson ,https://www.linkedin.com/in/paullknutson,https://http//www.ottertail.com
Pacific Gas & Electric Co.,Steven Knaebel ,https://www.linkedin.com/in/steveknaebel,Christopher Groff ,https://www.linkedin.com/in/christopher-groff-20b2ba8,https://http//www.pge.com
Pampa Energia S.A.,Gabriel Cohen ,https://www.linkedin.com/in/gabriel-cohen-750617a7,William McKeown ,https://www.linkedin.com/in/william-mckeown-171b966,https://http//www.pampaenergia.com
Partner Communications Company Ltd.,Gal Frenkel ,https://www.linkedin.com/in/galfrenkel,Michal Dana ,https://www.linkedin.com/in/michal-dana-3a138614,https://http//www.partner.co.il
Pattern Energy Group Inc.,Chris Shugart ,https://www.linkedin.com/in/chris-shugart-62b2642,Dean Russell ,https://www.linkedin.com/in/dean-russell-18294394,https://patternenergy.com/
"pdvWireless, Inc.",Peter Lasensky ,https://www.linkedin.com/in/peterlasensky,Butch Musselman ,https://www.linkedin.com/in/butch-musselman-1a45a73,https://http//www.pdvwireless.com
Pinnacle West Capital Corporation,Paul Mountain ,https://www.linkedin.com/in/paulmountain,Robbie Aiken ,https://www.linkedin.com/in/robbie-aiken-93926825,https://http//www.pinnaclewest.com
"Plantronics, Inc.",Joe Burton ,https://www.linkedin.com/in/joe-burton,Sue Hansen ,https://www.linkedin.com/in/sue-hansen-5924b210,https://http//www.plantronics.com
PLDT Inc.,Kat Luna ,https://ph.linkedin.com/in/kat-luna-abelarde-b525149a,Ronaldo David Mendoza ,https://www.linkedin.com/in/ronaldo-david-mendoza-b83000a3,https://http//www.pldt.com.ph
"PNM Resources, Inc. (Holding Co.)",Result Not Found,No Results,Result Not Found,No Results,https://http//www.pnmresources.com
Portland General Electric Company,Barbara Halle ,https://www.linkedin.com/in/barbara-halle-21471038,Arleen Barnett ,https://www.linkedin.com/in/arleen-barnett-22735735,N/A
"PPL Capital Funding, Inc.",Result Not Found,No Results,Result Not Found,No Results,N/A
PPL Corporation,ANDREW THEADFORD ,https://www.linkedin.com/in/andrew-theadford-8852445a,Marlene Beers ,https://www.linkedin.com/in/marlene-beers-23907143,https://http//www.pplweb.com
"PT Telekomunikasi Indonesia, Tbk",Honesti Basyir ,https://in.linkedin.com/pub/honesti-basyir/9a/b5a/94b?trk=biz_employee_pub,Alit Atmaja ,https://www.linkedin.com/in/alitatmaja,N/A
Public Service Enterprise Group Incorporated,Yelena Khusid ,https://www.linkedin.com/in/yelena-khusid-5a63612,Jing Liao ,https://www.linkedin.com/in/jing-liao-12a8133,https://http//www.pseg.com
Pure Cycle Corporation,Mark Harding ,https://www.linkedin.com/in/mark-harding-0286a36,Mark Harding ,https://www.linkedin.com/in/mark-harding-0286a36,https://http//www.purecyclewater.com
Qwest Corporation,John Badal ,https://www.linkedin.com/in/john-badal-2331923b,Karen DuWaldt ,https://www.linkedin.com/in/karen-duwaldt-76a58012,N/A
Qwest Corporation,John Badal ,https://www.linkedin.com/in/john-badal-2331923b,Karen DuWaldt ,https://www.linkedin.com/in/karen-duwaldt-76a58012,N/A
Qwest Corporation,John Badal ,https://www.linkedin.com/in/john-badal-2331923b,Karen DuWaldt ,https://www.linkedin.com/in/karen-duwaldt-76a58012,N/A
Qwest Corporation,John Badal ,https://www.linkedin.com/in/john-badal-2331923b,Karen DuWaldt ,https://www.linkedin.com/in/karen-duwaldt-76a58012,https://http//www.commscope.com
Qwest Corporation,John Badal ,https://www.linkedin.com/in/john-badal-2331923b,Karen DuWaldt ,https://www.linkedin.com/in/karen-duwaldt-76a58012,https://www.citycon.fi/
Qwest Corporation,John Badal ,https://www.linkedin.com/in/john-badal-2331923b,Karen DuWaldt ,https://www.linkedin.com/in/karen-duwaldt-76a58012,N/A
"Republic Services, Inc.",Don Slager ,https://www.linkedin.com/in/don-slager,Brian Bales ,https://www.linkedin.com/in/brianbales1,https://www.republicservices.com/
RGC Resources Inc.,Richard Campbell ,https://www.linkedin.com/in/richard-campbell-5b70a17,Dale Lee ,https://www.linkedin.com/in/dale-lee-44485341,https://http//www.rgcresources.com
Sempra Energy,Michael Schneider ,https://www.linkedin.com/in/michael-schneider-26145658,Michael Schneider ,https://www.linkedin.com/in/michael-schneider-26145658,https://http//www.sempra.com
Sempra Energy,Michael Schneider ,https://www.linkedin.com/in/michael-schneider-26145658,Michael Schneider ,https://www.linkedin.com/in/michael-schneider-26145658,N/A
Shenandoah Telecommunications Co,Matt DeMaria ,https://www.linkedin.com/in/matt-demaria-4b52b37,Matthew Lambert ,https://www.linkedin.com/in/matthew-lambert-439180aa,https://http//www.shentel.com
SJW Group,Scott Weiner ,https://www.linkedin.com/in/scottjweiner,Dana Drysdale ,https://www.linkedin.com/in/dana-drysdale-2399395,https://www.sjwgroup.com/
"SK Telecom Co., Ltd.",Abdulhamid Aljubair ,https://sa.linkedin.com/in/abdulhamid-aljubair-7092b631,David Kim ,https://www.linkedin.com/in/david-kim-b0121426,https://http//www.sktelecom.com
"Sky Solar Holdings, Ltd.",Hong Chen ,https://www.linkedin.com/in/hong-chen-2a444911,Hong Chen ,https://www.linkedin.com/in/hong-chen-2a444911,https://http//www.skysolarholdings.com
"South Jersey Industries, Inc.",Stephen Clark ,https://www.linkedin.com/in/stephen-clark-4991475,Stephen Clark ,https://www.linkedin.com/in/stephen-clark-4991475,https://www.sjindustries.com/
"South Jersey Industries, Inc.",Stephen Clark ,https://www.linkedin.com/in/stephen-clark-4991475,Stephen Clark ,https://www.linkedin.com/in/stephen-clark-4991475,N/A
Southern Company (The),Dan Murray ,https://www.linkedin.com/in/dan-murray-02a0386,Dan Murray ,https://www.linkedin.com/in/dan-murray-02a0386,https://http//www.southerncompany.com
Southern Company (The),Dan Murray ,https://www.linkedin.com/in/dan-murray-02a0386,Dan Murray ,https://www.linkedin.com/in/dan-murray-02a0386,N/A
Southern Company (The),Dan Murray ,https://www.linkedin.com/in/dan-murray-02a0386,Dan Murray ,https://www.linkedin.com/in/dan-murray-02a0386,N/A
Southern Company (The),Dan Murray ,https://www.linkedin.com/in/dan-murray-02a0386,Dan Murray ,https://www.linkedin.com/in/dan-murray-02a0386,N/A
"Southwest Gas Holdings, Inc.","Dani Eaton, CPA ",https://www.linkedin.com/in/dani-eaton-cpa-a0206195,Boyd Nelson ,https://www.linkedin.com/in/boyd-nelson-878b264,https://www.swgasholdings.com/
"Spark Energy, Inc.",Kristine Roemer ,https://www.linkedin.com/in/kristine-roemer-342296a,Gil Melman ,https://www.linkedin.com/in/gil-melman-7b9a765,https://www.sparkenergy.com/
"Spark Energy, Inc.",Kristine Roemer ,https://www.linkedin.com/in/kristine-roemer-342296a,Gil Melman ,https://www.linkedin.com/in/gil-melman-7b9a765,https://www.sparkenergy.com/
Spire Inc.,Jonathan Palley ,https://www.linkedin.com/in/jpalley/en,Gerard Gorla ,https://www.linkedin.com/in/gerard-gorla-35a26a80,https://http//www.standardregister.com
"Spok Holdings, Inc.",Vincent Kelly ,https://www.linkedin.com/in/vincent-kelly-3b329911,Vincent Kelly ,https://www.linkedin.com/in/vincent-kelly-3b329911,https://http//www.spok.com
Sprint Corporation,Marcelo Claure ,https://www.linkedin.com/in/marcelo-claure-510619b,Enrico Bignotti ,https://www.linkedin.com/in/ricobignotti,https://http//www.sprint.com
"Summit Midstream Partners, LP",Leonard Mallett ,https://www.linkedin.com/in/leonard-mallett-42ab6a7,Greg Haneiko ,https://www.linkedin.com/in/greg-haneiko-7a61477,https://http//www.summitmidstream.com
"Sunworks, Inc.",Chuck Cargile ,https://www.linkedin.com/in/chuck-cargile-95013474,Scott Bowden ,https://www.linkedin.com/in/scott-bowden-2112274,https://http//www.sunworksusa.com
"Tallgrass Energy, LP",Jeff C. Nelson ,https://www.linkedin.com/in/jeff-c-nelson-689314a,Chris Jones ,https://www.linkedin.com/in/chris-jones-7aa36bb,https://http//www.tallgrassenergylp.com
"Targa Resources, Inc.",Arturo Herr ,https://www.linkedin.com/in/arturo-herr-b78b7712,Mike Penny ,https://www.linkedin.com/in/mike-penny-097a073,https://http//www.targaresources.com
"TC PipeLines, LP",Donald DeGrandis ,https://ca.linkedin.com/in/donald-degrandis-b4239b3b,Donald DeGrandis ,https://ca.linkedin.com/in/donald-degrandis-b4239b3b,N/A
Telecom Argentina Stet - France Telecom S.A.,David Castiglioni – Independent Business Consultant – TITICOM ..,https://ch.linkedin.com/in/david-castiglioni/de,Nestor Gatti ,https://ar.linkedin.com/in/nestorgatti,https://http//www.telecom.com.ar
Telefonica Brasil S.A.,Gustavo Pinto Gachineiro ,https://www.linkedin.com/in/gustavo-pinto-gachineiro-5657bb3,Breno Rodrigo Pacheco de Oliveira ,https://br.linkedin.com/in/breno-rodrigo-pacheco-de-oliveira-3237b980,https://http//www.telefonica.com.br
Telefonica SA,Jose Mª Alvarez,https://www.linkedin.com/in/jose-m%C2%AA-alvarez-pallete-82618748/,Ian Ruddy ,https://www.linkedin.com/in/ianruddy,https://http//www.telefonica.com
"Telephone and Data Systems, Inc.","Deb Gunderson, CWPD ",https://www.linkedin.com/in/deb-gunderson-cwpd-08415621,Ted Wiessing ,https://www.linkedin.com/in/ted-wiessing-ab32628,N/A
"Telephone and Data Systems, Inc.","Deb Gunderson, CWPD ",https://www.linkedin.com/in/deb-gunderson-cwpd-08415621,Ted Wiessing ,https://www.linkedin.com/in/ted-wiessing-ab32628,N/A
"Telephone and Data Systems, Inc.","Deb Gunderson, CWPD ",https://www.linkedin.com/in/deb-gunderson-cwpd-08415621,Ted Wiessing ,https://www.linkedin.com/in/ted-wiessing-ab32628,N/A
"Telephone and Data Systems, Inc.","Deb Gunderson, CWPD ",https://www.linkedin.com/in/deb-gunderson-cwpd-08415621,Ted Wiessing ,https://www.linkedin.com/in/ted-wiessing-ab32628,N/A
"Telephone and Data Systems, Inc.","Deb Gunderson, CWPD ",https://www.linkedin.com/in/deb-gunderson-cwpd-08415621,Ted Wiessing ,https://www.linkedin.com/in/ted-wiessing-ab32628,https://http//www.tdsinc.com
TELUS Corporation,Monique Mercier ,https://ca.linkedin.com/in/monique-mercier-25a29944,Monique Mercier ,https://ca.linkedin.com/in/monique-mercier-25a29944,https://http//www.telus.com
Tennessee Valley Authority,Andrea Brackett ,https://www.linkedin.com/in/asbrackett,Jacinda Woodward ,https://www.linkedin.com/in/jacinda-woodward-a6875695,https://http//www.tva.gov
Tennessee Valley Authority,Andrea Brackett ,https://www.linkedin.com/in/asbrackett,Jacinda Woodward ,https://www.linkedin.com/in/jacinda-woodward-a6875695,N/A
"TerraForm Power, Inc.",Mark Lerdal ,https://www.linkedin.com/in/mark-lerdal-289519a,Toon Mols ,https://www.linkedin.com/in/toon-mols-0055377,https://http//www.terraformpower.com
The York Water Company,Jeff Hines ,https://www.linkedin.com/in/jeff-hines-2b61b11a,George Hay Kain III ,https://www.linkedin.com/in/george-hay-kain-iii-12326bb9,https://http//www.yorkwater.com
TIM Participacoes S.A.,Joana Serafim ,https://br.linkedin.com/in/joana-serafim-7b34147,João Verner Juenemann – Member of the Board and of the Audit ..,https://br.linkedin.com/in/jo%C3%A3o-verner-juenemann-67621614/de,https://http//www.tim.com.br
"T-Mobile US, Inc.",Jeffrey Binder ,https://www.linkedin.com/in/jeffrey-binder-b1a476,Michael Rimkus ,https://www.linkedin.com/in/michael-rimkus-25b8508,https://http//www.t-mobile.com
TransAlta Corporation,Paul Taylor ,https://ca.linkedin.com/in/paul-taylor-69a05b67,Jennifer Pierce ,https://ca.linkedin.com/in/jennifer-pierce-66422b13,https://http//www.transalta.com
TransCanada Corporation,Alexander Pourbaix ,https://ca.linkedin.com/in/alexander-pourbaix-55b12b10,Charles Moran ,https://www.linkedin.com/in/charles-moran-520a143,https://http//www.transcanada.com
Transportadora De Gas Sa Ord B,Result Not Found,No Results,Charlie Cendalski ,https://www.linkedin.com/in/charlie-cendalski-b5545a6a,https://http//www.tgs.com.ar
Turkcell Iletisim Hizmetleri AS,Serkan Koç ,https://www.linkedin.com/in/serkan-ko%C3%A7-43a042a/,Zafer SEVER ,https://www.linkedin.com/in/zafersever,https://www.turkcell.com.tr/
UGI Corporation,Robert Beard ,https://www.linkedin.com/in/robert-beard-157a57a,Mike Pearson ,https://www.linkedin.com/in/mike-pearson-596107a,https://http//www.ugicorp.com
Ultrapar Participacoes S.A.,Thiago Coutinho ,https://br.linkedin.com/in/thiago-coutinho-6594108,sandra gorbe ,https://br.linkedin.com/in/sandra-gorbe-24655814,https://http//www.ultra.com.br
United States Cellular Corporation,Kenneth Meyers ,https://www.linkedin.com/in/kenneth-meyers-1a21b66,"Michael Irizarry, Ph.D. ",https://www.linkedin.com/in/michael-irizarry-ph-d-43396,https://http//www.uscellular.com
United States Cellular Corporation,Kenneth Meyers ,https://www.linkedin.com/in/kenneth-meyers-1a21b66,"Michael Irizarry, Ph.D. ",https://www.linkedin.com/in/michael-irizarry-ph-d-43396,N/A
United States Cellular Corporation,Kenneth Meyers ,https://www.linkedin.com/in/kenneth-meyers-1a21b66,"Michael Irizarry, Ph.D. ",https://www.linkedin.com/in/michael-irizarry-ph-d-43396,N/A
United States Cellular Corporation,Kenneth Meyers ,https://www.linkedin.com/in/kenneth-meyers-1a21b66,"Michael Irizarry, Ph.D. ",https://www.linkedin.com/in/michael-irizarry-ph-d-43396,N/A
UNITIL Corporation,Thomas Meissner ,https://www.linkedin.com/in/thomas-meissner-269098b,Thomas Meissner ,https://www.linkedin.com/in/thomas-meissner-269098b,https://http//www.unitil.com
"US Ecology, Inc.",Jeff Feeler ,https://www.linkedin.com/in/jeff-feeler-132a067,Jana Straubhar ,https://www.linkedin.com/in/jana-straubhar-975ba31a,https://http//www.usecology.com
"USA Compression Partners, LP",Kenneth Simmons ,https://www.linkedin.com/in/kenneth-simmons-8b047377,"Brett Coleman, CSP, ARM ",https://www.linkedin.com/in/brett-coleman-csp-arm-6b82589,https://http//www.usacompression.com
VEON Ltd.,bryan wan ,https://www.linkedin.com/in/bryan-wan-72190721,"Dmitry Golubikhin, CFA, ACA ",https://nl.linkedin.com/in/dmitry-golubikhin-cfa-aca-95683525,https://http//www.veon.com
Verizon Communications Inc.,Wayne Stephenson ,https://www.linkedin.com/in/wayne-stephenson-86a05020,Scott Krohn ,https://www.linkedin.com/in/scott-krohn-0a55398,https://http//www.verizon.com
Vistra Energy Corp.,Justin Johnson ,https://www.linkedin.com/in/justin-johnson-a41b3634,Tj Sukendro ,https://www.linkedin.com/in/tj-sukendro-73685553,N/A
Vistra Energy Corp.,Justin Johnson ,https://www.linkedin.com/in/justin-johnson-a41b3634,Tj Sukendro ,https://www.linkedin.com/in/tj-sukendro-73685553,https://http//www.vistraenergy.com
VivoPower International PLC,Carl Weatherley,https://www.linkedin.com/in/carlww,Art Russell ,https://uk.linkedin.com/in/art-russell-58919720,https://http//www.vivopower.com
Vodafone Group Plc,Arun Sarin ,https://www.linkedin.com/in/arun-sarin-61a783101,Bobby Leach ,https://www.linkedin.com/in/bobby-leach-b77b397,https://http//www.vodafone.com
Vonage Holdings Corp.,Randy Rutherford ,https://www.linkedin.com/in/randy-rutherford-5715128,Henry B. Pickens ,https://www.linkedin.com/in/henry-b-pickens-21ab286,https://http//www.vonage.com
"Waste Connections, Inc.",Ron Mittelstaedt ,https://www.linkedin.com/in/ron-mittelstaedt-08235117,Michelle (Raynaud) Little ,https://www.linkedin.com/in/michelle-raynaud-little-85997810,https://http//www.wasteconnections.com
"Waste Management, Inc.",Jim Fish ,https://www.linkedin.com/in/jim-fish-1769653,Jeff Spencer ,https://www.linkedin.com/in/jeff-spencer-ba69823,https://http//www.wm.com
"WEC Energy Group, Inc.","Emilia Khor, CPA ",https://www.linkedin.com/in/emilia-khor-cpa-549a7013,Michael E. Gerth ,https://www.linkedin.com/in/mikegerth86,https://http//www.wecenergygroup.com
"Westell Technologies, Inc.",Stephen John ,https://www.linkedin.com/in/stephen-john-2092a21b,Mike Samocki ,https://www.linkedin.com/in/mike-samocki-b3849910,https://http//www.westell.com
"Western Midstream Partners, LP",Result Not Found,No Results,Result Not Found,No Results,https://http//www.westerngas.com
"Williams Companies, Inc. (The)",Result Not Found,No Results,Result Not Found,No Results,https://http//www.williams.com
Xcel Energy Inc.,Darius Ahrar ,https://www.linkedin.com/in/darius-ahrar-6656b431,Teresa Mogensen ,https://www.linkedin.com/in/teresa-mogensen,https://http//www.xcelenergy.com
"Zayo Group Holdings, Inc.",Dan Caruso ,https://www.linkedin.com/in/dan-caruso-7b6b6,Hannah Wanderer ,https://www.linkedin.com/in/hannah-wanderer-62aa2212,https://http//www.zayo.com
